fname,ridge,rf,lr,gb,xbg,dt,lasso,enr,knn
D1637.csv,283962.7198678989,1958333.5199055232,294400.15004743775,1708706.4610720014,2034733.365234895,1640843.4210526317,227102.63368827873,232763.38120880292,2648962.4298245613
D3623.csv,2078.0851185760175,2027.5009112614748,14684.899126456628,1131.135073577659,1197.8683571142476,1927.0548705593344,665.6566959148727,1864.790069578468,3842.878782384148
D2052.csv,128659.29081598615,473201.2250024058,1237924.4892024125,92153.14227378406,99570.04432391614,89718.821875,92652.68595289085,98260.71587381455,176951.23490990093
D3618.csv,1358.0856645853228,1262.4275307258802,1866.6768233481519,1641.1497175354077,1857.3528051602395,1213.6468368001674,1257.462476005406,1262.9395513844186,1826.780546875
D136.csv,437904.36008341645,1113542.6692250476,1201012.1693200064,1078746.800342375,1039036.9625107292,1319298.469387755,458418.8599370635,453570.9774769815,571180.6818181818
D41.csv,642174.7921262354,9483488.864152037,641981.017012345,9251209.175763573,9487978.051293205,9162769.017604167,574638.4048139701,578833.3823362122,9453323.5739125
D1643.csv,20878.740196060444,28441.9306257208,88277.33656974637,31537.230227426306,24960.369464380652,31055.436248089256,23553.458005691355,19959.495421746225,40703.632378947375
D2050.csv,1957.6537414010995,30621.78328109869,2170.651657972415,27303.51639570257,32260.28094109605,22257.506797520666,2054.545952358457,1967.7690389976544,31217.21895537188
D2065.csv,2668.824655025352,5929.385215286978,2668.663671964967,9856.716513180309,6276.421245505182,5661.021336084161,2839.0624764787303,2832.0173770466204,10333.85602741293
D32.csv,82725.53815701559,2527593.685217601,82662.45735201683,2527505.482729434,2685539.3023923654,2447557.87597959,112257.83351514116,111900.85191691652,2569490.410254375
D46.csv,109363.27091206939,144651.3271236575,135974.75291304695,132939.8747430577,119294.15713838383,88342.7143589742,85264.66448656458,98164.50205409122,119032.57406544995
D162.csv,12610.23693755003,81218.9258007095,13936.253498957336,65544.75973990916,70078.1312352787,32365.402871811217,11762.144542607863,11344.030809462614,34025.49909250001
D31.csv,82725.53815701559,2527593.685217601,82662.45735201683,2527505.482729434,2685539.3023923654,2447557.87597959,112257.83351514116,111900.85191691652,2569490.410254375
D2061.csv,39804.481918730606,54465.987409909336,39988.3935686408,89783.69021426476,89263.78578146128,53178.34523071839,30192.276712950792,31041.58744318449,70145.00646946818
D176.csv,17352.44058270366,71459.31766285804,17341.293757417698,70551.77222825197,74785.10097791388,59417.4002344928,16737.625290150114,16737.625290150114,102533.40787718631
D168.csv,545.9601232185869,657.2962798380114,9783.549978011943,562.9535455070313,514.0792275818866,480.42189835349706,540.4880487105501,549.0389084456057,846.2061212579468
D3613.csv,507763.044610918,1352937.20042636,507891.6434243219,1599608.116169946,1422703.9422395485,1306158.2576574595,522235.8320198896,521583.5737978236,1491200.1421299085
D2079.csv,8935.723930877586,4115.4906089393535,14333.749128156061,7884.392224226937,13268.09439151933,3650.6592661203495,7379.756243364546,7424.720149376464,7998.115312499996
D2085.csv,3659847.3684210526,3659847.3684210526,3659847.3684210526,3659847.3684210526,3659847.3684210526,3659847.3684210526,3659847.3684210526,3659847.3684210526,3659847.3684210526
D2076.csv,4414331.367281702,28293268.26347502,7348145.664345244,28253456.46162748,26853859.922107887,20467103.697959322,4916306.154093188,4916306.154093188,20530636.341621622
D3640.csv,104995.67012124154,158517.36209934767,272990.93239485,193464.46656124195,182805.2841533116,162393.1677360338,108800.85268338704,105927.9774233935,170581.81318181832
D154.csv,386039.0076374585,4558903.737722645,385887.18224243046,4451578.898975806,4982953.297985935,2322354.553874998,347161.5968218646,347161.5968218646,5627464.610817501
D3596.csv,1545.5149818607097,4368.646891683487,3678.8935700516945,3517.595426455092,4149.915094891497,3925.3118006249947,1374.935205395618,1157.9850766235759,4715.561700477085
D3620.csv,58920275.588125005,58920275.588125005,58920275.588125005,58920275.588125005,58920275.588125005,58920275.588125005,58920275.588125005,58920275.588125005,58920275.588125005
D30.csv,2566.141833553993,3685.3868939806625,9510.64462700782,2773.4963388194337,3441.2471283662935,3586.7330487404315,1948.3998977087467,2079.2594548096013,8394.11670953125
D3616.csv,1086.091240826829,9076.13603944802,1388.9022327519237,8300.762059963494,8619.023642657534,8500.710250000013,848.8557820231357,848.8557820231357,10719.315975580674
D1644.csv,108848.141044976,2183266.1368440306,211561.62056785863,2109473.3276125677,2088075.6957797247,2127154.6787326387,91832.22191703694,86744.43483840462,2119187.451388889
D1654.csv,148376.30768428693,93398.7044934245,407052.69154655526,104730.57519366081,78250.14005889319,85449.87818703304,132338.1679614101,107545.6551166212,117927.24987862725
D1645.csv,1227.8408630578178,16756.884333157963,1741.7590676654843,18979.119519399894,17205.90587901991,16492.76206453003,1262.726966421757,1256.6984996288377,17817.308984699106
D174.csv,283.2338160600667,494.798874421497,305.9528862025341,523.1541596314847,544.1511504590355,383.0438531905966,263.415513719954,262.83999462464897,445.4189689408549
D5.csv,33944.34459161912,498704.23500745214,73808.88680717666,422560.80373534624,429877.82261148887,425282.2662249999,23131.36616345853,26511.217198666658,586414.9388396229
D3644.csv,52045.13037688256,307854.8135009537,52006.09274621922,273051.10864447465,425995.31785288744,259925.3655327691,47936.98130430442,48527.656931308884,419521.35694087786
D156.csv,33084.99281160029,41799.322181006595,33094.83113122479,38702.31510730849,46518.541873097754,35868.317221361445,34643.36922659035,34581.67857550013,86670.640991875
D132.csv,7092989.157479325,23634526.117108013,14424834.292573128,34354453.97312268,27673970.750571966,10826406.25,6116466.314787686,6157797.57754288,14500056.25
D40.csv,8232.85631341921,10294.470852634548,34418.6424200713,13542.581020047675,11661.952834762766,11828.707174911915,10566.368891814547,8427.217559231745,13346.102495211111
D3610.csv,46064505.57364099,54665803.809526205,50808899.46192913,54665792.94538192,54769010.51065995,54450786.6670586,45623099.877488956,45663266.85647036,54804670.31965498
D3631.csv,601.7457386854792,2007.686350433601,744.9041915457119,2988.306588930209,2220.058259800609,1585.829117948911,583.735506991759,551.0305799659624,3010.16571
D169.csv,743.8146464109774,672.1224009149448,3925.3551795948106,878.9134951093091,548.7296875412694,586.1342419390363,734.2797068346695,715.5128655695888,551.7108004948504
D2046.csv,18063.570123060585,148648.61574880272,18087.177013103257,71632.5216524715,84588.80044624477,13122.230994318772,13167.50003250605,17009.44780776971,34886.84814062501
D2047.csv,23526.30756931121,571090.2509825558,23570.789961080074,562951.5102654869,644492.4176936753,546535.7206549019,25288.997029767168,25113.792069897005,602458.7583781807
D50.csv,0.002590933548185085,0.0007542544282162715,0.006216330687377344,0.0009122911178460612,0.0011895426175162632,0.0006693769258649245,0.0017110440026055333,0.0017110440026055333,0.0014982470156250708
D2041.csv,88522.37283420982,305683.39554747724,108826.80324700382,404081.766466957,418229.7947202815,258816.8718420072,65176.63731316689,64924.028688790175,441245.3585524723
D37.csv,26397.088531457066,25597.255193000234,77376.33656434166,23872.119211275258,18178.453614098496,23386.67268121041,25391.367720616545,20984.800234859074,28705.171891469967
D151.csv,10175.051505297823,16174.486306788831,72221.49159785619,15946.705719352767,17534.661351220624,12883.792547278008,9089.667248034491,8811.481812520291,19374.87724520101
