fname,ridge,rf,lr,gb,xbg,dt,lasso,enr,knn
D1637.csv,409.10802410532403,1261.590230443108,415.03857327286465,1158.5825745386107,1291.516745806538,1129.6491228070176,362.7118578151887,367.40839406073326,1512.4298245614036
D3623.csv,38.51654731162135,38.74209353092382,100.64738063283313,25.306123690476404,27.676877477501378,38.64351851851852,19.183799369964262,36.358484641465786,57.381812903878135
D2052.csv,291.55360128153757,555.0647266565967,829.2153442972212,248.12905613520053,264.380034417817,244.65714285714284,242.68618600655842,262.66968319900553,348.6092032276996
D3618.csv,28.94579661202589,28.84621341113339,34.88336916799773,33.12139707668022,36.5872722074129,28.828662275764998,28.55080126642242,28.681511645678096,35.86197916666667
D136.csv,563.3998634224706,841.1559376459838,939.9313704045825,847.3450809821428,827.8826743654262,940.4761904761904,557.6271273720278,556.036616580939,647.0454545454545
D41.csv,609.6937073627965,2611.898503895613,609.5751743242253,2569.2828460775095,2614.2308714615074,2555.1708333333336,580.3098618933781,582.3136099418431,2606.0035416666665
D1643.csv,106.88978861489576,121.97573046778864,239.518691556244,139.55874557651185,123.52803260515604,129.14940643274855,105.42053003262983,98.18578323464263,155.3284210526316
D2050.csv,33.98411852824816,160.7955151019052,33.79380861162967,147.4167101391875,168.2463440955096,136.43760330578516,33.080153488847934,33.5715128051636,164.29190082644624
D2065.csv,38.169895130452936,52.33101053448623,38.169022148561425,78.34641741916975,55.39791213421436,53.01684621389538,38.7659346969999,38.7988989908242,69.51676961989517
D32.csv,233.18354134261457,1522.9049127625676,233.0812499699281,1520.544769842369,1572.853381375919,1497.7571428571423,279.62930123364083,278.9167576435083,1537.8024375
D46.csv,290.1484431123414,331.4185816544567,314.73251731960994,291.5930410475108,292.6105286602493,266.9025641025638,257.4187895153973,272.8933739712589,294.6077393604749
D162.csv,91.83442918405001,248.63310422279702,94.81092084085525,229.51685002359127,234.03115027948152,163.69821428571427,89.43696295507684,87.39501971350137,168.07262500000002
D31.csv,233.18354134261457,1522.9049127625676,233.0812499699281,1520.544769842369,1572.853381375919,1497.7571428571423,279.62930123364083,278.9167576435083,1537.8024375
D2061.csv,164.26723168269382,197.46442844016366,163.02112622615974,256.9846810888564,250.47595302426387,201.40908712153959,141.7991098115833,143.74122329259316,228.41417666642258
D176.csv,104.98626539054207,197.19111523480132,104.94316926662597,193.69645259739332,188.34749319198986,177.10128224206343,102.66825761073582,102.66825761073582,235.78058882775767
D168.csv,18.31287654097105,21.524184119000484,85.3217336325077,19.825714334691718,19.019184839823758,18.023619967843448,17.5431247619155,17.605458816518087,24.01858862068966
D3613.csv,541.0312804419403,929.944282424427,541.1160946392972,1012.3586959567804,953.4019000167106,908.2347829386767,549.2580766737077,548.8858909592536,979.2674144450804
D2079.csv,67.31140647098069,47.7835025647572,88.45052613065211,63.89696490922226,81.69240191400647,43.198457602339204,59.76765307699753,60.04184199295192,66.09687499999998
D2085.csv,1015.2631578947369,1015.2631578947369,1015.2631578947369,1015.2631578947369,1015.2631578947369,1015.2631578947369,1015.2631578947369,1015.2631578947369,1015.2631578947369
D2076.csv,1524.8311420444943,4021.8914444356883,1881.314762434408,4214.762306361368,3950.822486611427,3541.2925880425882,1557.4141867315689,1557.4141867315689,3549.3972972972974
D3640.csv,286.77047529874557,355.62469900152496,441.73033770362844,396.2534720185155,385.1142339799299,362.5780303030302,286.5097591117224,282.2458929504944,370.72090909090906
D154.csv,471.8139369960667,2022.369197628915,471.6885172156684,1994.9209312899093,2137.2986110616016,1443.7874999999992,447.25231600572096,447.25231600572096,2269.8055
D3596.csv,27.264284557003656,57.198919012022486,44.98456793237004,49.83673583834903,55.0072403690991,53.287062499999955,28.995869847666096,26.23022326824263,58.36090294675505
D3620.csv,7603.61875,7603.61875,7603.61875,7603.61875,7603.61875,7603.61875,7603.61875,7603.61875,7603.61875
D30.csv,36.26909831634335,41.60110012588855,81.54409975756519,35.206668448234005,36.801317784984974,41.65041376488095,34.60664424983323,30.270466192093544,74.04111875000001
D3616.csv,26.412187173222957,81.56582418698841,26.906779338551654,77.09688749721933,78.95027913507984,78.21000000000006,21.832545399954995,21.832545399954995,90.5684767697999
D1644.csv,260.05585784451694,1303.6806894404313,359.55063795606566,1276.2694283962305,1268.3307947617136,1280.3989583333334,232.25284486507863,225.5229326486855,1284.2291666666665
D1654.csv,258.02241661068973,233.56722097340364,457.6319122898461,257.18708612602256,216.34794624634577,217.71829405162725,317.07907708732114,264.1783341057013,281.4606229013065
D1645.csv,23.973868302861472,101.08608579505507,29.338278336703155,110.97311918759254,103.17602816807508,99.80603621730377,23.825092883807557,23.980178353590208,105.20194763360769
D174.csv,13.040152998905874,16.573413768360787,13.318565181576275,16.539869376185948,17.11388588622349,15.043476427655921,12.28143143206288,12.260276737061718,14.934020512820517
D5.csv,146.58548906340147,647.4083326782645,214.90229292201246,584.6870526387321,590.6636094827311,587.1024603174601,119.35118606086603,129.54882638827658,707.6526090493577
D3644.csv,179.93678943790113,492.6172380857945,179.86620070585508,460.048730129746,572.8764350638282,453.82486979166663,178.12535378655724,178.61458434781008,579.4141154266374
D156.csv,128.62733415364974,157.120678895841,128.6202094891634,155.6510379523009,164.61796491411863,149.3391357768108,130.94380600980065,131.06815915448456,228.47193750000002
D132.csv,1903.1774813215352,3897.462992037961,2686.455213705866,5039.1936190062115,4188.00492915894,2576.5625,1722.71331851982,1728.9156259556357,3173.125
D40.csv,71.60798921797334,84.99774163908481,154.58438418446684,90.55066924249006,87.23413232711808,90.50087181337186,83.45453324173785,72.17336299570329,90.2460800436905
D3610.csv,1849.8772771763197,3432.7429631070763,2893.620334758047,3442.364974437486,3448.2050860782792,3402.83703125,1712.7565714291493,1728.2610211036535,3456.1374375917585
D3631.csv,19.595663110079744,39.024439549829616,21.378520250234978,48.33402418733256,41.25603139926285,35.12537648809526,19.35449575396062,18.72950504963011,48.948875
D169.csv,23.725772143082875,23.25601375842163,55.89060099459703,25.307284501394907,20.121629688072016,20.776709601449248,23.55747049867217,23.266030105831863,19.907362352870315
D2046.csv,113.27112477450808,340.74498516977394,113.36408023561134,201.14093801687767,247.63079984324145,94.24292410953451,94.02292859823731,99.46571413874896,161.8021875
D2047.csv,104.36644258945414,632.6035666676122,104.77313399825405,635.1639167341795,675.2629917923398,619.4729455128203,106.17217558770508,105.9039090265002,659.363306680741
