fname,ridge,rf,lr,gb,xbg,dt,lasso,enr,knn
D1656_D1657_D1658.csv,600.8418708974535,701.6020555856906,682.2753230689233,702.8183857470168,716.4774976145028,132.72912546896285,653.2713752624933,655.1554401109489,709.2179800500245
D1660_D1661_D1662.csv,327.13948410675965,319.4559973549935,343.65467203882304,317.3671071656797,316.5490390798789,53.28489598568076,266.86952116776826,303.33301478925046,318.15022002192615
D2059_D2060_D2061.csv,748.7775512314569,793.1329944028876,678.4119314679896,802.6338543913863,791.604363928265,48.50830408199402,781.8738355785374,754.3330385654506,687.3428125882069
D1615_D1616_D1617.csv,443.9782415431632,408.006036304157,443.6151916220413,426.2024136013226,423.2503517977188,86.90504595534568,443.867139547884,444.4875598981603,385.21594113477164
D49_D50_D51.csv,937.4050292901537,927.9730302604818,936.4815943909016,942.9551400764966,928.3468138044029,19.889110120588345,935.8911890017272,935.994917829388,932.7713325412767
D1625_D1626_D1627.csv,2106.805022647356,1960.188871886988,2159.8963907221864,2103.078326668732,1972.9170827243508,184.43783314658086,2262.8905818247276,2168.668291507178,1966.740532287798
D152_D153_D154.csv,6158.187304993139,5768.027404844304,5890.804787761454,6067.48937417936,5741.430632790286,486.0154772154665,6231.982280398219,6138.911863264712,5430.382300393813
D169_D170_D171.csv,7097.350614345182,6667.264285146378,6950.189417897989,6729.329312868806,6696.978683001853,897.2838800328567,7357.2077656398105,7357.2077656398105,6727.549016854095
D2075_D2076_D2077.csv,4211.769901493081,5405.596979507795,4209.828821944664,5603.834260596209,5343.239759308399,1140.499697292292,4246.468519571943,4246.468519571943,5194.35293412815
D3613_D3614_D3615.csv,5156.234077946448,5167.701557428849,5143.7586609536675,5167.31026081373,5181.3956769476545,20.94060548036942,5163.57423610636,5158.587402217891,5167.501510125409
D3619_D3620_D3621.csv,1464.1990897080495,1261.3849308405552,4995.880531624022,1259.1353219737698,1259.3521080231853,22.90731324271789,691.2129497705884,1083.5680266111563,1263.3481262304545
D1632_D1633_D1634.csv,209.83468532877998,199.00401022541823,209.84785795672954,209.85007698370433,193.6664342338252,34.75292011096059,209.50615098285618,209.50671728018858,211.37035588629735
