fname,ridge,rf,lr,gb,xbg,dt,lasso,enr,knn
D1656_D1657_D1658.csv,0.28958501833377964,0.33918378487064266,0.32816241136204904,0.3397679749342667,0.34628528309428186,0.04664442429391843,0.31518335079138593,0.31604948202068356,0.34275370654866666
D1660_D1661_D1662.csv,0.17258911050753037,0.16967093733137828,0.18142123566043108,0.1683207523452642,0.16699320293689826,0.02556243486099002,0.14070261187789454,0.16011122892786847,0.16885524225941914
D2059_D2060_D2061.csv,0.49351165171838285,0.5226531147128645,0.4384626389226205,0.5289369763895294,0.5217125955374683,0.01776135336971789,0.5153742939095743,0.4973926362400058,0.4527055983083902
D1615_D1616_D1617.csv,0.10997319478953065,0.09819536051434567,0.10982448783096185,0.10499829260373074,0.10331479480590389,0.01819165628999747,0.1097411468460435,0.11000211019825765,0.09166979775062857
D49_D50_D51.csv,9.397922822354797,9.303038794029467,9.388635853528745,9.45333003820731,9.307034011671337,0.014185371387976164,9.382711759030043,9.38375604565729,9.351429602995967
D1625_D1626_D1627.csv,0.5541192193135245,0.5159768906869348,0.5679017321476065,0.55368180549129,0.5193669281820052,0.026084350145294446,0.5961381717274951,0.571256158318096,0.5177685373118064
D152_D153_D154.csv,3.167631238991105,2.9664399339207472,3.0285511326870918,3.120607939876887,2.9515825935975384,0.05328346520047019,3.2042237175975345,3.157809785435421,2.790576801188008
D169_D170_D171.csv,6.0846607304742015,5.72145633515535,5.956728303157629,5.774330482204765,5.746690511267068,0.09562636433480365,6.30998164757812,6.30998164757812,5.772675677196676
D2075_D2076_D2077.csv,0.5876596825404953,0.7470829870188324,0.5872890749407254,0.7756428021410923,0.7391316364322172,0.3177334975269126,0.5926754624810915,0.5926754624810915,0.7164122983806377
D3613_D3614_D3615.csv,0.7362192714459963,0.7378172129285058,0.7344433579801272,0.7377555126956685,0.7397384295552966,0.009708414034180279,0.7372434909822199,0.7365430436097723,0.737775773217967
D3619_D3620_D3621.csv,0.7127150568441074,0.7505022823774025,2.172361820350385,0.7490679006686441,0.7494008758282762,0.0499964394357738,0.4071046825878674,0.5992038173181388,0.7518623628546554
D1632_D1633_D1634.csv,0.16991625177132147,0.1607459918831254,0.16992698157299693,0.16976425266159426,0.15666431247466273,0.020696382627991276,0.16967565232225726,0.16967802203688356,0.17145870732880286
D168_D169_D170.csv,5.866509668424758,5.459547141092245,5.877593222965632,5.464880658105028,5.4544859756051,0.09340812178467804,5.8343689256768565,5.8343689256768565,5.502004380728795
D3603_D3604_D3605.csv,2.0474923018153723,2.0962505653820345,2.0777572220764515,2.087553981176801,2.0990831974624884,0.016836865859339585,2.0777127016529073,2.0571534774956772,2.145421655424637
D175_D176_D177.csv,6.07169172954911,5.677159720888729,6.019127067256565,5.6995494750624385,5.670220576009838,0.07128044854909954,6.017613526473584,6.0246812409259025,5.70093256704513
D145_D146_D147.csv,0.9302147243188486,0.9181809727023109,0.9302207551235597,0.9171410629570875,0.9169469154321147,0.10447037948996944,0.9297839418452607,0.9295674243203997,0.9264359098969592
